X,Y,timeperiod,timeperi_1,n
28.0339,44.6385,RL,"roman,late-antique",Ghindăreşti
25.0401,43.7013,R,roman,Flămînda
27.9483,44.2482,RL,"roman,late-antique",Flaviana
24.7604,44.6122,R,roman,Fîlfani
25.5916,45.8164,R,roman,Feldioara
27.7899,44.2104,RL,"roman,late-antique",Dunăreni
28.1226,44.44,RL,"roman,late-antique",Dunărea
26.0746,45.2546,R,roman,Drajna de Sus
28.1818,45.3782,RL,"roman,late-antique",Dinogetia
27.4498,44.1332,RL,"roman,late-antique",Dervent
28.1343,44.8532,RL,"roman,late-antique",Dăeni
24.7438,44.3035,R,roman,Crîmpoaia/Ghioca
24.4836,46.5,R,roman,Cristeşti
24.3163,45.3988,R,roman,Copăceni
25.4617,45.6008,R,roman,Comidava
27.999,44.2789,RL,"roman,late-antique",Cochirleni
26.2639,45.4485,H,hellenistic-republican,Cîrlomăneşti
24.8332,45.8376,R,roman,Cincşor
28.0935,44.7779,RL,"roman,late-antique",Cius
24.1568,45.7812,R,roman,Cedonia
28.7585,45.1732,RL,"roman,late-antique",Căşla
24.3771,45.2091,R,roman,Castra Traiana
27.9518,44.6817,RL,"roman,late-antique",Carsium
28.1501,45.1836,L,late-antique,Carcaliu
24.2577,45.633,R,roman,Caput Stenarum
27.5299,44.1241,RL,"roman,late-antique",Canlia
24.8773,46.629,R,roman,Călugăreni
24.3607,45.1059,R,roman,Buridava
27.4312,44.0981,RL,"roman,late-antique",Bugeac
24.7665,46.8663,R,roman,Brîncoveneşti
-3.4151,51.9643,I,iron-age-britain,Pen-y-crug
-2.3682,55.4063,I,iron-age-britain,Woden Law hill fort
41.5048,42.6313,HRL,"hellenistic-republican,roman,late-antique",Zigan(n)e/Siganeon
39.6675,40.2846,CL,"classical,late-antique",Yurtlar Dere
41.2949,43.029,L,late-antique,Tzibile
39.4273,40.5026,L,late-antique,Tzantzakon/Tzanicha
41.7454,41.7506,CHRL,"classical,hellenistic-republican,roman,late-antique",Tsikhisdziri/Petra Pia Iustiniana
40.2569,43.3144,RL,"roman,late-antique",(Sten)Nitike
35.8101,40.3498,H,hellenistic-republican,Skotios
40.2249,40.2552,HRL,"hellenistic-republican,roman,late-antique",Sinoria/Baiberdon
39.6329,40.4955,L,late-antique,Schamalinichon?
35.3391,41.078,HR,"hellenistic-republican,roman",Sagylion
41.2687,40.5566,L,late-antique,Pharangion
41.7202,42.1912,RL,"roman,late-antique",Patara Poti
40.3417,43.1846,RL,"roman,late-antique",Odynetz
29.4222,36.5525,CHRLC,"classical,hellenistic-republican,roman,late-antique,crusader-ottoman-levant",Tlos
38.37,39.4191,RL,"roman,late-antique",Zimara
38.7721,39.0076,R,roman,Zabulbar
38.4961,39.2505,R,roman,Vereuso?
38.6917,38.441,HRL,"hellenistic-republican,roman,late-antique",Tomisa
37.4621,38.3106,R,roman,Söğütlü Dere
37.017,38.7433,L,late-antique,Osmandede
38.019,39.2847,A,archaic,Odur Kalesi
38.6318,38.4324,RL,"roman,late-antique",Meydancık
38.4214,38.737,RL,"roman,late-antique",Malyan
38.8907,39.8587,RL,"roman,late-antique",Kurtlu Tepe
36.3027,38.3332,L,late-antique,Külek Dağ
37.5564,38.5038,L,late-antique,Kötükale
38.7286,38.8929,RL,"roman,late-antique",Korpinik Hüyük
38.9533,38.2942,RL,"roman,late-antique",Korne
36.982,38.4592,L,late-antique,Kızoğlan Kalesi
38.5041,39.2694,ARL,"archaic,roman,late-antique",Kız Kalesi
38.8156,38.2316,L,late-antique,Kerar Kale
38.5049,39.2362,L,late-antique,Kemaliye
36.8999,39.3543,L,late-antique,Kantariz Kalesi
38.733,38.3907,L,late-antique,Kale
38.6525,38.9372,RL,"roman,late-antique",Hastek Kale
38.3753,38.3991,RL,"roman,late-antique",Dulluk Tepe
36.2176,38.7264,RL,"roman,late-antique",Dasmenda?
38.7333,38.9379,RL,"roman,late-antique",Dascusa
38.609,39.1598,RL,"roman,late-antique",Aşutka
38.3422,39.2943,RL,"roman,late-antique",Arege
38.582,39.5282,RL,"roman,late-antique",Analib(l)a
38.6883,38.4109,AHRL,"archaic,hellenistic-republican,roman,late-antique",Ad Aras
32.4979,40.2177,HR,"hellenistic-republican,roman",Bloukion
21.1419,37.8903,CHRM,"classical,hellenistic-republican,roman,mediaeval-byzantine",Hormina? M.
21.7073,37.4592,CH,"classical,hellenistic-republican",Chaa?
22.2589,37.2773,CHR,"classical,hellenistic-republican,roman",Athenaion
22.8736,37.892,ACHRLM,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine",Akrokorinthos
24.3062,37.6129,C,classical,Ag. Marina
25.9014,39.2198,R,roman,Sta Oikia
26.152,39.2784,A,archaic,Skoteino
26.5287,39.0492,CHRL,"classical,hellenistic-republican,roman,late-antique",Skala ton Loutron
26.1374,39.3127,A,archaic,Selles
27.1508,38.5338,H,hellenistic-republican,Sancaklı Kalesi
26.0934,39.2685,A,archaic,Phonias
27.8948,38.2823,AC,"archaic,classical",Person Exedra
8.8593,45.7288,RL,"roman,late-antique",Sibrium
8.7973,45.122,RL,"roman,late-antique",Laumellum
22.1614,32.5971,L,late-antique,Unnd
22.0107,32.5207,L,late-antique,Unnd
21.9559,32.5225,L,late-antique,Unnd
18.4667,30.5499,RL,"roman,late-antique",Tugulus
19.7578,30.4083,L,late-antique,Gasr el-Atallat
18.7606,30.3485,R,roman,Bir Umm el-Garanigh
-2.1937,50.6245,I,iron-age-britain,Flower's Barrow
-1.1012,51.3631,I,iron-age-britain,The Frith
-1.0381,51.3217,I,iron-age-britain,Bullsdown Camp
-1.3145,51.3086,I,iron-age-britain,Ladle Hill Iron Age Fort
4.2271,43.7949,ACHRM,"archaic,classical,hellenistic-republican,roman,modern",Les Castels
3.3471,43.5683,L,late-antique,Capraria
23.8358,38.2095,CH,"classical,hellenistic-republican",Unnd
28.3621,41.341,L,late-antique,Unnd
28.3787,41.4053,L,late-antique,Unnd
28.3799,41.4251,L,late-antique,Unnd
28.3286,41.2936,L,late-antique,Unnd
28.3438,41.3117,L,late-antique,Unnd
12.4667,41.8833,RM,"roman,modern",Janiculum
5.1166,36.0364,RL,"roman,late-antique",Castellum Vartan(...)
61.4906,32.4527,1AAAHHHRRLLCASKIMT1SLM,"1200-bc-middle-east,achaemenid-middle-east,achaemenid-central-asia,achaemenid-roman-republic-middle-east,hellenistic-middle-east,hellenistic-central-asia,hellenistic-republican,roman-early-empire-parthian-middle-east,roman,late-antique,late-antique-sasan",Phra(da)/Prophthasia/Frakh-kar-Peroz
39.8822,29.8032,RL,"roman,late-antique",Dumatha
1.6514,36.2319,R,roman,Tigava Castra
3.718,36.6845,R,roman,Taksebt des Ouled Said
3.4218,36.1364,RL,"roman,late-antique",Rapidum
3.9816,36.6921,R,roman,el Ksar mta Bent es Soltane
3.8278,36.8614,R,roman,Haouch el Oudjani
1.6595,36.4111,R,roman,Castra Germanorum
3.6657,36.2922,R,roman,Ain Bessem
1.0369,35.0047,R,roman,Tourhzout
1.4725,35.147,R,roman,Temordjanet
-1.7271,34.8454,RL,"roman,late-antique",Numerus Syrorum
-0.1042,34.9506,R,roman,Lucu
1.2988,35.0708,R,roman,Koudiat Sidi ben Beha
0.5761,34.0609,R,roman,el Khadra
2.3884,35.9075,R,roman,Derrag
0.6201,35.0874,R,roman,Cohors Breucorum/Kaputurbe
1.1,35.0168,RL,"roman,late-antique",Cen(..)?
1.0151,33.6896,R,roman,el Bayadh
1.9667,35.6667,RL,"roman,late-antique",Ain Toukria
1.8111,35.6104,R,roman,Ain Tissemsil
-0.2298,35.0212,R,roman,Ain Smir
0.4703,34.9858,R,roman,Ain Balloul
-5.5203,33.9981,R,roman,Unnd
-5.5811,34.0381,R,roman,Tocolosida
-6.4908,34.3348,R,roman,Thamusida
-5.9816,35.3337,RL,"roman,late-antique",Tabernae
-5.9235,33.0462,R,roman,Sidi Hassine
-5.6202,34.184,R,roman,Sidi Embarek
-5.6329,33.9304,R,roman,Sidi Amar ben Azouz
-6.8849,33.9875,R,roman,Seguia Faraoun
-5.6498,34.0515,R,roman,Sedra Mehara
-6.5145,34.3159,R,roman,Sebaa Rjel
-5.7583,35.7283,RL,"roman,late-antique",el Rhorba
-5.8557,35.695,RL,"roman,late-antique",Mestroila
-6.5684,34.2764,R,roman,Lalla Aicha
-5.9377,34.8432,R,roman,Koudia Fergana
-5.843,34.29,HR,"hellenistic-republican,roman",Koudia bou Mimoun
-5.7353,34.0451,R,roman,Koudia Aicha
-5.7,34.21,R,roman,Jebel bou Draa
-5.8524,35.5799,RL,"roman,late-antique",Hjar Zerbotta
-5.7681,35.7746,RL,"roman,late-antique",Gandori
-6.15,34.96,RL,"roman,late-antique",Frigidae
-6.4909,34.3348,R,roman,Fghaina
-6.7934,33.9464,R,roman,Dar Dqios
-5.9618,34.1881,R,roman,Dar bel Amri
-5.8447,35.5725,RL,"roman,late-antique",Briej
-5.754,34.0596,R,roman,Bou Rebaa
-5.63,33.96,R,roman,Lalla Sfia
-5.83,35.73,RL,"roman,late-antique",Beni Said
-5.6902,35.6523,RL,"roman,late-antique",el Benian
-5.5076,34.111,R,roman,Ain Schkour
-6.7524,33.9917,R,roman,Ain el Hajaj
-5.83,35.66,R,roman,Ain Dalia
